D;26;1;14;0.294924;5.14317;2.41184;0.0629425;0;7.92408
D;26;2;14;0.295162;5.26285;2.37513;0.0600815;0;7.99918
D;26;4;13;0.289917;0.147104;2.27809;0.0579357;0;2.78306
D;26;8;13;0.29397;0.149012;2.27594;0.0560284;0;2.78282
D;26;16;12;0.296116;0.154018;2.21992;0.056982;0;2.73609
D;26;32;12;0.293016;0.151157;2.20394;0.0572205;0;2.71702
D;26;64;11;0.298023;0.154972;2.17509;0.0548363;0;2.69198
D;26;128;11;0.299215;0.150919;2.18892;0.0679493;0;2.71416
D;26;256;10;0.300169;0.156879;2.08902;0.0622272;0;2.61521
D;26;512;10;0.29707;0.157833;2.0721;0.0658035;0;2.60091
D;26;1024;9;0.298023;0.169992;2.06709;0.0669956;0;2.60997
D;26;2048;9;0.30303;0.1719;2.09117;0.082016;0;2.65789
D;26;4096;8;0.313997;0.185966;2.09093;0.0789165;0;2.67911
D;26;8192;8;0.311852;0.185013;2.12312;0.121117;0;2.74897
D;26;16384;7;0.316858;0.231981;2.12216;0.123024;0;2.80309
D;26;32768;7;0.316858;0.226021;2.177;0.175953;0;2.90394
D;26;65536;6;0.383139;0.304937;2.17509;0.172853;0;3.05104
D;26;131072;6;0.384092;0.307083;2.28596;0.274181;0;3.25918
