29;1;10;5.19395;1.37019;0.254869;0;6.81901
29;1;10;5.16105;1.36185;0.334978;0;6.85787
29;1;10;5.17488;1.56307;0.242949;0;6.9809
29;1;10;5.20706;1.40691;0.167131;0;6.7811
29;1;10;5.20515;1.2548;0.372171;0;6.83212
29;1;11;5.06616;1.09291;0.28801;0;6.44708
29;1;11;5.07307;1.20091;0.267029;0;6.54101
29;1;11;5.08904;0.905037;0.206947;0;6.20103
29;1;11;5.06806;0.755072;0.200033;0;6.02317
29;1;11;5.11098;0.775099;0.289917;0;6.17599
29;1;12;5.07808;0.654936;0.334024;0;6.06704
29;1;12;5.08523;0.634909;0.408888;0;6.12903
29;1;12;5.09;0.653028;0.212908;0;5.95593
29;1;12;5.08904;0.470877;0.266075;0;5.826
29;1;12;5.08308;0.689983;0.416994;0;6.19006
29;1;13;4.99916;0.839949;0.351906;0;6.19102
29;1;13;5.02396;0.298977;0.145912;0;5.46885
29;1;13;5.00584;0.519991;0.267982;0;5.79381
29;1;13;5.00894;0.684977;0.219107;0;5.91302
29;1;13;5.02205;0.464916;0.161171;0;5.64814
29;1;14;4.98509;0.850916;0.350952;0;6.18696
29;1;14;4.99701;0.473976;0.200033;0;5.67102
29;1;14;5.00107;0.535965;0.431061;0;5.96809
29;1;14;4.97794;0.668049;0.277996;0;5.92399
29;1;14;4.98199;0.570059;0.332117;0;5.88417
29;1;15;4.95601;0.653982;0.524044;0;6.13403
29;1;15;4.98414;0.698805;0.172138;0;5.85508
29;1;15;4.95386;0.633001;0.450134;0;6.037
29;1;15;4.98104;0.747919;0.479221;0;6.20818
29;1;15;4.95315;0.669003;0.421047;0;6.0432
29;2;10;5.2371;1.34897;0.157833;0;6.74391
29;2;10;5.22304;1.122;0.164032;0;6.50907
29;2;10;5.21398;1.30701;0.159979;0;6.68097
29;2;10;5.1899;1.43194;0.151157;0;6.77299
29;2;10;5.19991;1.11008;0.149965;0;6.45995
29;2;11;5.09691;1.06311;0.322819;0;6.48284
29;2;11;5.12195;0.735044;0.14782;0;6.00481
29;2;11;5.08809;0.950098;0.40102;0;6.43921
29;2;11;5.09191;0.750065;0.236988;0;6.07896
29;2;11;5.06186;0.938177;0.160933;0;6.16097
29;2;12;5.0981;0.477791;0.248194;0;5.82409
29;2;12;5.0931;0.539064;0.255823;0;5.88799
29;2;12;5.07903;0.464916;0.176191;0;5.72014
29;2;12;5.09;0.620127;0.236988;0;5.94711
29;2;12;5.05805;0.507116;0.372887;0;5.93805
29;2;13;5.02396;0.301838;0.163078;0;5.48887
29;2;13;5.0149;0.427961;0.234127;0;5.67698
29;2;13;4.98891;0.622988;0.240088;0;5.85198
29;2;13;5.0118;0.783205;0.306845;0;6.10185
29;2;13;5.018;0.682116;0.244856;0;5.94497
29;2;14;5.20802;0.463963;0.264883;0;5.93686
29;2;14;5.22614;0.799894;0.555038;0;6.58107
29;2;14;5.20396;0.519991;0.205994;0;5.92995
29;2;14;5.2309;0.47493;0.4282;0;6.13403
29;2;14;5.24306;0.833988;0.461102;0;6.53815
29;2;15;4.96101;0.654936;0.415087;0;6.03104
29;2;15;4.97222;0.798941;0.30303;0;6.07419
29;2;15;4.96411;0.925064;0.256777;0;6.14595
29;2;15;4.97484;0.599146;0.365019;0;5.93901
29;2;15;4.96101;0.663042;0.29397;0;5.91803
29;4;10;5.18203;1.22786;0.150919;0;6.5608
29;4;10;5.21398;1.13106;0.306845;0;6.65188
29;4;10;5.21398;1.17803;0.167131;0;6.55913
29;4;10;5.1949;1.40309;0.179052;0;6.77705
29;4;10;5.19586;1.57094;0.216007;0;6.9828
29;4;11;5.06496;0.885963;0.221014;0;6.17194
29;4;11;5.09477;1.09005;0.437021;0;6.62184
29;4;11;5.0652;0.900984;0.221014;0;6.1872
29;4;11;5.08189;0.786066;0.161886;0;6.02984
29;4;11;5.04589;1.11318;0.198841;0;6.35791
29;4;12;5.08404;0.480175;0.371933;0;5.93615
29;4;12;5.10812;0.478029;0.182867;0;5.76901
29;4;12;5.09191;0.828028;0.406027;0;6.32596
29;4;12;5.06616;0.602007;0.501871;0;6.17003
29;4;12;5.07712;0.398874;0.476122;0;5.95212
29;4;13;5.23996;0.488997;0.277996;0;6.00696
29;4;13;5.234;0.541925;0.224113;0;6.00004
29;4;13;5.229;0.349045;0.175953;0;5.75399
29;4;13;5.22399;0.292063;0.164986;0;5.68104
29;4;13;5.21612;0.362873;0.315905;0;5.8949
29;4;14;5.23615;0.603914;0.339985;0;6.18005
29;4;14;5.21612;0.383854;0.304222;0;5.9042
29;4;14;5.21111;0.419855;0.222206;0;5.85318
29;4;14;5.21493;0.398159;0.201941;0;5.81503
29;4;14;5.21588;0.531912;0.377178;0;6.12497
29;4;15;4.97293;0.81706;0.373125;0;6.16312
29;4;15;4.98915;0.562906;0.223875;0;5.77593
29;4;15;4.97317;0.929832;0.269175;0;6.17218
29;4;15;4.987;0.831127;0.226021;0;6.04415
29;4;15;4.98104;0.622034;0.180006;0;5.78308
29;8;10;5.1949;1.34492;0.15521;0;6.69503
29;8;10;5.21398;1.10197;0.224113;0;6.54006
29;8;10;5.21803;1.12009;0.138998;0;6.47712
29;8;10;5.20897;1.34516;0.211;0;6.76513
29;8;10;5.21111;1.261;0.26989;0;6.742
29;8;11;5.0838;1.14417;0.265837;0;6.49381
29;8;11;5.09095;0.725985;0.168085;0;5.98502
29;8;11;5.06616;0.859022;0.366926;0;6.2921
29;8;11;5.07998;0.892878;0.277042;0;6.2499
29;8;11;5.08308;1.23096;0.28801;0;6.60205
