 1073741824;1;16;2;1065746432
 1073741824;2;16;2;1064304640
 1073741824;4;15;2;1060339712
 1073741824;8;15;2;1053294592
 1073741824;16;14;2;1057685504
 1073741824;32;14;2;1036992512
 1073741824;64;13;2;1033109504
 1073741824;128;13;2;1012162560
 1073741824;256;12;2;1029177344
 1073741824;512;12;2;1004445696
 1073741824;1024;11;2;1005688832
 1073741824;2048;11;2;955295744
 1073741824;4096;10;2;938089472
 1073741824;8192;10;2;872036352
 1073741824;16384;9;2;921088000
 1073741824;32768;9;2;851404288
 1073741824;65536;8;2;835741440
 1073741824;131072;8;2;641657344
 1073741824;262144;7;2;705471104
 1073741824;524288;7;2;635512448
 1073741824;1048576;6;2;646396480
 1073741824;2097152;6;2;381510208
 1073741824;4194304;5;2;587772672
 1073741824;8388608;5;2;469944800
 1073741824;16777216;4;2;318962784
 1073741824;1;16;2;1066270720
 1073741824;2;16;2;1064370176
 1073741824;4;15;2;1063845888
