0;D; 30;4194304;4;2;22.121;12.7099;3.49593;7.24101;0;45.5968
0;D; 30;1;15;2;4.18496;0.168085;2.33102;0.127077;0;6.84094
1;D; 30;1;15;2;4.179;0.159979;2.32506;0.116825;0;6.8078
2;D; 30;1;16;2;4.35901;0.164986;2.68006;0.130892;0;7.36094
3;D; 30;1;16;2;4.354;0.173092;2.6629;0.124216;0;7.34615
4;D; 30;1;17;2;4.21691;0.156164;3.40915;0.125885;0;7.94005
5;D; 30;1;17;2;4.22502;0.155926;3.46208;0.12207;0;7.99608
6;D; 30;1;18;2;4.20713;0.158787;4.95601;0.130892;0;9.48095
0;D; 30;2;14;2;4.19402;0.169039;2.177;0.118971;0;6.69193
1;D; 30;2;15;2;4.17995;0.156879;2.32005;0.124216;0;6.809
2;D; 30;2;15;2;4.18997;0.164032;2.35105;0.126123;0;6.85692
3;D; 30;2;16;2;4.35305;0.175953;2.70295;0.12517;0;7.38311
4;D; 30;2;16;2;4.34804;0.166893;2.67911;0.125885;0;7.34687
5;D; 30;2;17;2;5.35488;0.259161;3.54505;0.137091;0;9.32407
6;D; 30;2;17;2;4.21;0.159979;3.43394;0.130892;0;7.972
0;D; 30;4;14;2;4.19188;0.162125;2.14291;0.123024;0;6.64687
1;D; 30;4;14;2;4.18711;0.1719;2.14195;0.127077;0;6.65402
2;D; 30;4;15;2;4.17399;0.161886;5.85985;0.196934;0;10.4249
3;D; 30;4;15;2;4.179;0.163794;2.36607;0.124931;0;6.86193
4;D; 30;4;16;2;4.354;0.161171;2.72989;0.136137;0;7.40814
5;D; 30;4;16;2;4.3478;0.163078;2.82693;0.149012;0;7.51615
6;D; 30;4;17;2;4.23193;0.157118;3.48687;0.144958;0;8.04591
0;D; 30;8;13;2;4.21691;0.174046;2.04301;0.127077;0;6.58703
1;D; 30;8;14;2;4.20094;0.185966;2.20299;0.133991;0;6.75201
2;D; 30;8;14;2;4.19378;0.165224;2.17414;0.12207;0;6.6812
3;D; 30;8;15;2;4.16899;0.160933;2.33912;0.133038;0;6.82807
4;D; 30;8;15;2;4.17399;0.175953;2.36297;0.13423;0;6.87504
5;D; 30;8;16;2;4.35495;0.161886;2.81906;0.148058;0;7.50995
6;D; 30;8;16;2;4.36187;0.171185;2.79212;0.156164;0;7.50804
0;D; 30;16;13;2;4.21309;0.185966;2.05493;0.128984;0;6.60992
1;D; 30;16;13;2;4.20713;0.175953;2.074;0.124931;0;6.60992
2;D; 30;16;14;2;4.19807;0.1719;2.17795;0.138998;0;6.72007
3;D; 30;16;14;2;4.19211;0.182867;2.17295;0.133991;0;6.71005
4;D; 30;16;15;2;5.73277;0.266075;2.43592;0.144005;0;8.60476
5;D; 30;16;15;2;4.179;0.169039;2.41399;0.146151;0;6.93512
6;D; 30;16;16;2;4.34995;0.167131;2.89488;0.190973;0;7.63297
0;D; 30;32;12;2;4.27103;0.19908;2.00701;0.124931;0;6.62708
1;D; 30;32;13;2;4.20403;0.169039;2.02513;0.132799;0;6.55699
2;D; 30;32;13;2;4.21;0.18692;6.03414;0.158072;0;10.6201
3;D; 30;32;14;2;4.19807;0.185966;2.1739;0.148058;0;6.72913
4;D; 30;32;14;2;4.1852;0.1719;6.13093;0.158072;0;10.6761
5;D; 30;32;15;2;4.17709;0.166893;2.3911;0.183105;0;6.94513
6;D; 30;32;15;2;4.18401;0.169992;2.43807;0.182867;0;7.00784
0;D; 30;64;12;2;4.2491;0.18692;6.0091;0.15378;0;10.6299
1;D; 30;64;12;2;4.25506;0.2141;2.033;0.144005;0;6.675
2;D; 30;64;13;2;4.19879;0.180006;1.98603;0.156879;0;6.54984
3;D; 30;64;13;2;4.22096;0.186205;2.03609;0.147104;0;6.61707
4;D; 30;64;14;2;4.21786;0.194073;2.21682;0.191927;0;6.85382
5;D; 30;64;14;2;4.18806;0.169992;2.1739;0.194073;0;6.75201
6;D; 30;64;15;2;4.18591;0.188112;2.42114;0.353098;0;7.17402
0;D; 30;128;11;2;4.28605;0.216961;1.97005;0.128984;0;6.62899
1;D; 30;128;12;2;4.25911;0.210047;2.03204;0.163078;0;6.69312
2;D; 30;128;12;2;7.1981;0.264883;2.02799;0.149965;0;9.66787
3;D; 30;128;13;2;4.20594;0.176191;2.06804;0.19598;0;6.6731
4;D; 30;128;13;2;4.21214;0.198841;2.25902;0.20504;0;6.90508
5;D; 30;128;14;2;4.19784;0.184059;2.23589;0.355959;0;7.00212
6;D; 30;128;14;2;4.19807;0.190973;2.21395;0.342846;0;6.97207
0;D; 30;256;11;2;4.29106;0.223875;1.97792;0.154972;0;6.67596
1;D; 30;256;11;2;4.29606;0.212908;2.04492;0.138998;0;6.71911
2;D; 30;256;12;2;4.2491;0.183105;2.01201;0.18692;0;6.65808
3;D; 30;256;12;2;4.25696;0.200033;2.074;0.195026;0;6.75511
