0;D; 25;1024;7;2;0.175953;0.169992;1.28889;0.112057;0;1.77193
1;D; 25;1024;8;2;0.174046;0.154018;1.94097;0.118971;0;2.41303
2;D; 25;1024;8;2;0.169039;0.161171;1.98102;0.128031;0;2.46406
3;D; 25;1024;9;2;0.166893;0.156164;1.95003;0.133991;0;2.43092
4;D; 25;1024;9;2;0.167847;0.158072;1.98007;0.138044;0;2.47192
5;D; 25;1024;10;2;0.1688;0.145197;1.96099;0.179052;0;2.47788
6;D; 25;1024;10;2;0.169039;0.152111;1.98221;0.175953;0;2.50316
0;D; 26;1024;8;2;0.313997;0.169992;3.23105;0.123978;0;3.8631
1;D; 26;1024;8;2;0.309944;0.174999;1.97601;0.119925;0;2.60592
2;D; 26;1024;9;2;0.306129;0.164986;1.92595;0.134945;0;2.56109
3;D; 26;1024;9;2;0.303984;0.175953;1.31488;0.134945;0;1.95384
4;D; 26;1024;10;2;0.299931;0.149012;1.29199;0.180006;0;1.94597
5;D; 26;1024;10;2;0.298977;0.158072;1.29485;0.179052;0;1.95408
6;D; 26;1024;11;2;0.298977;0.148058;1.33491;0.337124;0;2.1441
0;D; 27;1024;8;2;0.59104;0.202894;1.97005;0.124931;0;2.913
1;D; 27;1024;9;2;0.586987;0.1719;1.94788;0.136137;0;2.87509
2;D; 27;1024;9;2;0.581026;0.1719;1.96004;0.139952;0;2.87795
3;D; 27;1024;10;2;0.57292;0.160933;1.93715;0.176907;0;2.87294
4;D; 27;1024;10;2;0.568867;0.160933;1.98793;0.185966;0;2.92897
5;D; 27;1024;11;2;0.560045;0.148058;2.47693;0.333786;0;3.54815
6;D; 27;1024;11;2;0.56386;0.152111;2.04086;0.339985;0;3.12281
0;D; 28;1024;9;2;1.12391;0.202179;1.80197;0.141859;0;3.29685
1;D; 28;1024;9;2;1.1251;0.19908;1.7581;0.172138;0;3.29709
2;D; 28;1024;10;2;1.10888;0.180006;1.31607;0.182867;0;2.81405
3;D; 28;1024;10;2;1.11103;0.191927;1.46699;0.205994;0;3.00503
4;D; 28;1024;11;2;1.09291;0.164986;1.36685;0.330925;0;2.97785
5;D; 28;1024;11;2;1.09696;0.175953;1.62601;0.342131;0;3.26705
6;D; 28;1024;12;2;1.08004;0.151873;1.39904;0.557899;0;3.21293
0;D; 29;1024;9;2;2.24304;0.255108;1.30415;0.138044;0;3.96419
1;D; 29;1024;10;2;2.18821;0.202894;2.04301;0.226021;0;4.70114
2;D; 29;1024;10;2;2.18892;0.210047;1.32608;0.181913;0;3.932
3;D; 29;1024;11;2;2.16103;0.17786;1.3721;0.334024;0;4.07004
4;D; 29;1024;11;2;2.15721;0.176907;1.39403;0.334024;0;4.08506
5;D; 29;1024;12;2;2.13504;0.164986;1.41692;0.551939;0;4.29487
6;D; 29;1024;12;2;2.14314;0.164986;1.4112;0.551939;0;4.29511
0;D; 30;1024;10;2;4.36497;0.264168;1.42097;0.183821;0;6.25896
1;D; 30;1024;10;2;4.37307;0.260115;1.48296;0.188828;0;6.33001
2;D; 30;1024;11;2;4.29702;0.200987;1.44601;0.337124;0;6.30617
3;D; 30;1024;11;2;4.32801;0.286102;1.47891;0.339985;0;6.459
4;D; 30;1024;12;2;4.2491;0.190973;1.59407;0.557184;0;6.61612
5;D; 30;1024;12;2;4.2479;0.182152;2.74897;0.561953;0;7.76887
6;D; 30;1024;13;2;4.20499;0.169992;1.63102;0.996828;0;7.02786
0;D; 25;1024;7;2;0.177145;0.180006;1.28698;0.118017;0;1.78814
1;D; 25;1024;8;2;0.194788;0.13113;1.91593;0.120163;0;2.38895
2;D; 25;1024;8;2;0.1688;0.13113;1.96314;0.121117;0;2.40898
3;D; 25;1024;9;2;0.169039;0.14782;1.95193;0.134945;0;2.42901
4;D; 25;1024;9;2;0.167131;0.168085;1.94097;0.134945;0;2.43497
5;D; 25;1024;10;2;0.166893;0.144958;1.95885;0.180006;0;2.47383
0;D; 25;1048576;2;2;1.89209;1.74499;2.25687;0.560999;0;6.47998
1;D; 25;1048576;3;2;1.10412;0.965834;2.2471;0.989914;0;5.33009
2;D; 25;1048576;3;2;1.10316;0.945807;2.26903;0.990152;0;5.33414
3;D; 25;1048576;4;2;0.631094;0.553846;2.28;1.87302;0;5.36108
4;D; 25;1048576;4;2;0.634909;0.557899;2.29788;1.87588;0;5.39088
5;D; 25;1048576;5;2;0.369072;0.201941;2.32792;3.63779;0;6.5608
6;D; 25;1048576;5;2;0.362873;0.197172;2.33603;3.62802;0;6.55079
0;D; 26;1048576;3;2;2.18701;1.5018;2.25306;1.00708;0;6.97398
1;D; 26;1048576;3;2;2.18081;1.73712;2.46692;0.991106;0;7.40314
2;D; 26;1048576;4;2;1.25098;0.944138;1.63102;1.87206;0;5.72109
3;D; 26;1048576;4;2;1.25599;0.948906;2.68507;1.88303;0;6.79898
4;D; 26;1048576;5;2;0.700951;0.555992;1.68395;3.64518;0;6.61016
5;D; 26;1048576;5;2;0.695944;0.558138;1.6911;3.64399;0;6.61087
6;D; 26;1048576;6;2;0.411034;0.198841;1.94597;7.20692;0;9.78589
0;D; 27;1048576;3;2;4.38595;3.25513;2.30598;0.988007;0;10.9591
1;D; 27;1048576;4;2;2.48218;1.73497;2.316;1.88494;0;8.44407
2;D; 27;1048576;4;2;2.48599;1.74499;2.31004;1.863;0;8.42905
3;D; 27;1048576;5;2;1.38497;0.944853;2.34103;3.63684;0;8.33082
4;D; 27;1048576;5;2;1.38092;0.953913;2.36893;3.64113;0;8.37111
5;D; 27;1048576;6;2;0.801086;0.557899;2.72489;7.19309;0;11.301
6;D; 27;1048576;6;2;0.80204;0.553846;2.69699;7.21407;0;11.2901
0;D; 28;1048576;4;2;5.02992;3.2711;1.66607;1.87302;0;11.863
1;D; 28;1048576;4;2;5.03397;3.268;1.71399;1.87087;0;11.91
2;D; 28;1048576;5;2;2.75207;1.75381;1.72901;3.67188;0;9.93085
3;D; 28;1048576;5;2;2.75397;1.74689;1.75285;3.68023;0;9.95803
4;D; 28;1048576;6;2;1.60813;0.957012;2.13909;7.19595;0;11.925
5;D; 28;1048576;6;2;1.59812;0.952959;2.11787;7.231;0;11.9259
6;D; 28;1048576;7;2;1.2331;0.557899;2.72608;14.3518;0;18.893
0;D; 29;1048576;4;2;10.4332;6.15501;1.73903;1.88518;0;20.2372
1;D; 29;1048576;5;2;5.52893;3.27992;1.74809;3.66783;0;14.2488
2;D; 29;1048576;5;2;5.52607;3.27992;1.76096;3.66807;0;14.261
3;D; 29;1048576;6;2;3.20816;1.74499;2.11596;7.22718;0;14.3201
4;D; 29;1048576;6;2;3.20792;1.73903;2.14887;7.21693;0;14.3368
5;D; 29;1048576;7;2;2.53415;0.952959;2.79498;14.3759;0;20.684
6;D; 29;1048576;7;2;2.53415;0.953913;2.77901;14.369;0;20.6621
0;D; 30;1048576;5;2;11.276;6.17313;1.83105;3.68404;0;22.989
1;D; 30;1048576;5;2;11.2679;6.15716;1.91307;3.69096;0;23.0548
2;D; 30;1048576;6;2;6.423;3.28684;2.32601;7.24602;0;19.309
3;D; 30;1048576;6;2;6.42586;3.27706;2.33793;7.23004;0;19.2959
4;D; 30;1048576;7;2;5.20897;1.75095;3.10707;14.4081;0;24.5001
5;D; 30;1048576;7;2;5.20802;1.74999;3.04604;14.3902;0;24.4181
6;D; 30;1048576;8;2;4.76694;0.952005;4.60911;28.702;0;39.0549
