29;1;5;20.4639;2.35415;0.0798702;0;22.898
29;1;5;20.4589;2.44093;0.0700951;0;22.97
29;1;5;20.52;2.60806;0.306129;0;23.4342
29;1;5;20.5188;2.61307;0.133991;0;23.2658
29;1;5;20.498;2.42901;0.082016;0;23.0091
29;1;6;10.4949;1.9629;0.0891685;0;12.547
29;1;6;10.4821;1.99389;0.0891685;0;12.5651
29;1;6;11.7428;1.966;0.128984;0;13.8378
29;1;6;10.52;1.64199;0.27895;0;12.4409
29;1;6;10.5259;1.68204;0.11301;0;12.321
29;1;7;6.75106;1.48106;0.118971;0;8.35109
29;1;7;6.32095;1.261;0.105858;0;7.68781
29;1;7;6.12187;1.4751;0.139952;0;7.73692
29;1;7;6.30808;1.40405;0.0998974;0;7.81202
29;1;7;6.39296;1.52302;0.102043;0;8.01802
29;1;8;5.548;1.40309;0.124931;0;7.07603
29;1;8;5.52797;1.39713;0.163078;0;7.08818
29;1;8;5.55015;1.37901;0.142813;0;7.07197
29;1;8;5.52988;1.472;0.164986;0;7.16686
29;1;8;5.55491;0.941992;0.111103;0;6.60801
29;1;9;5.24402;1.472;0.384092;0;7.10011
29;1;9;5.24092;1.3392;0.169992;0;6.75011
29;1;9;5.25308;1.42503;0.190973;0;6.86908
29;1;9;5.27596;1.14107;0.133991;0;6.55103
29;1;9;5.27215;1.11198;0.138998;0;6.52313
29;1;10;5.21994;1.46914;0.361919;0;7.05099
29;1;10;5.21183;1.08099;0.211;0;6.50382
29;1;10;5.22089;1.4472;0.271797;0;6.93989
29;1;10;5.21088;1.41907;0.30303;0;6.93297
29;1;10;5.22494;1.3299;0.353098;0;6.90794
29;1;11;5.12004;0.838995;0.144005;0;6.10304
29;1;11;5.08308;1.16396;0.441074;0;6.68812
29;1;11;5.09977;1.28007;0.195026;0;6.57487
29;1;11;5.06902;1.36185;0.239134;0;6.67
29;1;11;5.10812;1.18804;0.337839;0;6.634
29;1;12;5.10907;0.520945;0.320911;0;5.95093
29;1;12;5.10502;0.363827;0.241995;0;5.71084
29;1;12;5.10502;0.612974;0.150204;0;5.8682
29;1;12;5.07808;0.726938;0.304937;0;6.10995
29;1;12;5.06687;0.537157;0.205994;0;5.81002
29;1;13;5.02801;0.478029;0.427961;0;5.934
29;1;13;4.9932;0.543833;0.209093;0;5.74613
29;1;13;5.01895;0.500917;0.386953;0;5.90682
29;1;13;5.01704;0.439882;0.241041;0;5.69797
29;1;13;5.01299;0.496149;0.192881;0;5.70202
29;1;14;5.00798;0.576019;0.435114;0;6.01912
29;1;14;4.99582;0.574112;0.542879;0;6.11281
29;1;14;5.00894;0.541925;0.365019;0;5.91588
29;1;14;5.01084;0.560045;0.282049;0;5.85294
29;1;14;5.01823;0.749826;0.292063;0;6.06012
29;1;15;4.99797;0.614882;0.253201;0;5.86605
29;1;15;4.97508;0.633955;0.509024;0;6.11806
29;1;15;4.97794;0.734091;0.307798;0;6.01983
29;1;15;5.00083;0.648022;0.249147;0;5.898
29;1;15;4.96912;0.660896;0.534058;0;6.16407
29;1;16;4.9901;1.04284;0.416994;0;6.44994
29;1;16;4.96387;1.09291;0.33021;0;6.387
29;1;16;4.98486;1.03903;0.399113;0;6.423
29;1;16;4.99988;0.952959;0.342131;0;6.29497
29;1;16;5.00798;0.960827;0.283003;0;6.25181
29;1;17;4.97913;1.60503;0.293016;0;6.87718
29;1;17;4.97198;1.63388;0.338078;0;6.94394
29;1;17;4.98104;1.5769;0.271082;0;6.82902
29;1;17;4.98509;1.53995;0.289917;0;6.81496
29;1;17;4.98199;1.544;0.302076;0;6.82807
29;2;5;20.5331;2.49791;0.117064;0;23.1481
29;2;5;20.5359;3.14498;0.173092;0;23.854
29;2;5;20.5321;2.69699;0.0989437;0;23.3281
29;2;5;20.519;3.00479;0.195026;0;23.7188
29;2;5;20.534;2.81596;0.115871;0;23.4659
29;2;6;10.514;1.67298;0.138044;0;12.325
29;2;6;10.4971;2.04706;0.113964;0;12.6581
29;2;6;10.5069;1.79195;0.0910759;0;12.3899
29;2;6;10.54;2.01106;0.221968;0;12.773
29;2;6;10.51;1.81103;0.11611;0;12.4371
29;2;7;6.29902;1.47104;0.0910759;0;7.86114
29;2;7;6.27899;1.51706;0.0948906;0;7.89094
29;2;7;6.23798;1.55401;0.136852;0;7.92885
29;2;7;6.30188;1.5471;0.139952;0;7.98893
29;2;7;6.27613;1.75881;0.251055;0;8.286
29;2;8;5.54895;1.0159;0.09799;0;6.66285
29;2;8;5.55515;1.57499;0.221014;0;7.35116
29;2;8;5.50103;1.28889;0.159025;0;6.94895
29;2;8;5.5759;1.64795;0.151157;0;7.375
29;2;8;5.63002;1.34993;0.277996;0;7.25794
29;2;9;5.24497;1.00899;0.20504;0;6.459
29;2;9;5.23901;1.34802;0.136852;0;6.72388
29;2;9;5.20396;0.98896;0.22006;0;6.41298
29;2;9;5.27287;1.57619;0.522852;0;7.3719
29;2;9;5.28598;1.35994;0.219107;0;6.86502
29;2;10;5.21302;1.18303;0.155926;0;6.55198
29;2;10;5.24902;1.48511;0.198841;0;6.93297
29;2;10;5.21708;1.19281;0.23818;0;6.64806
29;2;10;5.21398;1.17087;0.349998;0;6.73485
29;2;10;5.22208;1.23191;0.302076;0;6.75607
29;2;11;5.09095;0.923872;0.170231;0;6.18505
29;2;11;5.10383;1.17803;0.303984;0;6.58584
29;2;11;5.08189;1.22309;0.880957;0;7.18594
29;2;11;5.10216;1.38402;0.189781;0;6.67596
29;2;11;5.10812;0.921965;0.16284;0;6.19292
