D;22;128;9;0.0491142;0.28491;2.21014;0.108957;0;2.6629
D;22;128;9;0.0479221;0.294924;2.2521;0.128031;0;2.73299
D;22;128;9;0.0498295;0.27895;2.16913;0.113964;0;2.62094
D;22;128;9;0.0479221;0.277996;2.21705;0.116825;0;2.6679
D;22;128;9;0.0481606;0.324011;2.20394;0.19908;0;2.78616
D;23;128;9;0.0679493;0.31209;2.26188;0.129223;0;2.78521
D;23;128;9;0.0669956;0.285864;2.22397;0.240803;0;2.82979
D;23;128;9;0.0700951;0.28801;2.29001;0.130177;0;2.78616
D;23;128;9;0.0669956;0.301838;2.22015;0.112057;0;2.70891
D;23;128;9;0.0660419;0.294924;2.19202;0.106812;0;2.6679
D;24;128;10;0.104904;0.293016;2.21992;0.212908;0;2.83885
D;24;128;10;0.105858;0.291109;2.24185;0.131845;0;2.77686
D;24;128;10;0.102997;0.288963;2.18081;0.269175;0;2.85196
D;24;128;10;0.100136;0.289917;2.23088;0.126123;0;2.76208
D;24;128;10;0.102043;0.290871;2.18821;0.118971;0;2.707
D;25;128;10;0.169992;0.350952;2.19798;0.260115;0;2.99191
D;25;128;10;0.167847;0.304937;2.18821;0.257015;0;2.92683
D;25;128;10;0.170946;0.301123;2.19893;0.128031;0;2.81096
D;25;128;10;0.1688;0.313997;2.15507;0.129938;0;2.77805
D;25;128;10;0.167131;0.301838;2.16913;0.126839;0;2.77495
D;26;128;11;0.306129;0.293016;2.15602;0.255823;0;3.02196
D;26;128;11;0.300884;0.295162;2.12479;0.113964;0;2.84696
D;26;128;11;0.300884;0.30899;2.17915;0.121832;0;2.92206
D;26;128;11;0.298977;0.293016;2.20609;0.111103;0;2.91705
D;26;128;11;0.301123;0.303984;2.177;0.115156;0;2.90418
D;27;128;11;0.570059;0.317097;2.08187;0.113964;0;3.09396
D;27;128;11;0.570059;0.325918;2.35486;0.265121;0;3.52597
D;27;128;11;0.567913;0.339985;2.08712;0.129938;0;3.13401
D;27;128;11;0.570774;0.363111;2.09904;0.112057;0;3.15595
D;27;128;11;0.572205;0.329018;2.09093;0.112057;0;3.11422
D;28;128;12;1.08886;0.333071;2.16103;0.114202;0;3.70502
D;28;128;12;1.0848;0.316143;2.11596;0.11301;0;3.64017
D;28;128;12;1.08385;0.326157;2.13099;0.11611;0;3.66402
D;28;128;12;1.086;0.339031;2.09403;0.114918;0;3.64494
D;28;128;12;1.09196;0.320196;2.13695;0.11301;0;3.66998
D;29;128;12;2.14219;0.339985;2.11287;0.119925;0;4.72808
D;29;128;12;2.14314;0.350952;2.12097;0.112057;0;4.73714
D;29;128;12;2.14481;0.347137;2.10786;0.115156;0;4.72498
D;29;128;12;2.13718;0.375986;2.13003;0.113964;0;4.76813
D;29;128;12;2.13504;0.346899;2.08807;0.133991;0;4.71497
D;30;128;13;4.22406;0.358105;2.17795;0.132084;0;6.90198
D;30;128;13;4.22096;0.375986;2.14601;0.128984;0;6.87885
D;30;128;13;4.2119;0.334978;2.17915;0.139952;0;6.881
D;30;128;13;4.22692;0.375032;2.19703;0.130892;0;6.93989
D;30;128;13;4.22215;0.473976;2.17795;0.114918;0;6.99806
D;22;256;8;0.0479221;0.282049;2.19297;0.209808;0;2.74086
D;22;256;8;0.0500679;0.276089;2.22397;0.256062;0;2.81715
D;22;256;8;0.0500679;0.283003;2.19297;0.207186;0;2.7411
D;22;256;8;0.0500679;0.279903;3.15905;0.225067;0;3.7241
D;22;256;8;0.0498295;0.298023;2.17915;0.206947;0;2.74301
D;23;256;9;0.0698566;0.30899;2.23708;0.109911;0;2.74181
D;23;256;9;0.068903;0.28801;2.22015;0.241041;0;2.82812
D;23;256;9;0.0679493;0.286102;2.2459;0.128031;0;2.73705
D;23;256;9;0.068903;0.313044;2.20513;0.223875;0;2.82097
D;23;256;9;0.0658035;0.30303;2.23613;0.11301;0;2.72703
D;24;256;9;0.102997;0.292063;2.18678;0.123978;0;2.71392
D;24;256;9;0.102043;0.293016;2.23207;0.216961;0;2.85196
D;24;256;9;0.0998974;0.315189;2.19989;0.218153;0;2.84004
D;24;256;9;0.102043;0.298977;2.27189;0.133038;0;2.81692
D;24;256;9;0.100136;0.304937;2.1739;0.223875;0;2.81
D;25;256;10;0.1688;0.296116;2.19297;0.108004;0;2.774
D;25;256;10;0.176907;0.291109;2.17295;0.133991;0;2.78211
D;25;256;10;0.167131;0.298023;2.18892;0.111103;0;2.77305
D;25;256;10;0.171185;0.290871;2.18391;0.208855;0;2.86293
D;25;256;10;0.169039;0.289917;2.18201;0.132084;0;2.78306
D;26;256;10;0.301123;0.324011;2.10381;0.11301;0;2.84696
D;26;256;10;0.303984;0.316143;2.08187;0.253916;0;2.96593
D;26;256;10;0.299931;0.311136;2.11501;0.257015;0;2.99501
D;26;256;10;0.304937;0.347137;2.07496;0.124931;0;2.85792
D;26;256;10;0.301123;0.321865;2.10595;0.13113;0;2.86913
D;27;256;11;0.567913;0.334024;2.09498;0.242949;0;3.24392
D;27;256;11;0.570059;0.320911;2.12812;0.12517;0;3.15213
D;27;256;11;0.567913;0.345945;2.08616;0.111103;0;3.11995
D;27;256;11;0.566006;0.325918;2.08902;0.258923;0;3.24798
D;27;256;11;0.570059;0.329018;2.08783;0.114918;0;3.11112
D;28;256;11;1.09696;0.351906;2.0771;0.118971;0;3.6521
D;28;256;11;1.09792;0.350952;2.09308;0.114918;0;3.66592
D;28;256;11;1.10102;0.393152;2.12097;0.121117;0;3.74603
D;28;256;11;1.10507;0.331879;2.09498;0.11611;0;3.6571
D;28;256;11;1.09887;0.355005;2.07901;0.115156;0;3.654
D;29;256;12;2.141;0.328064;2.14601;0.245094;0;4.87399
D;29;256;12;2.14291;0.347137;2.15602;0.134945;0;4.78792
D;29;256;12;2.14195;0.378847;2.14005;0.118017;0;4.79007
D;29;256;12;2.14386;0.355959;2.105;0.13113;0;4.75097
D;29;256;12;2.14005;0.368834;2.12598;0.259161;0;4.90308
D;30;256;12;4.25816;0.520945;2.09689;0.111103;0;6.99615
D;30;256;12;4.26102;0.509977;2.14291;0.114918;0;7.03883
D;30;256;12;4.26006;0.526905;2.62213;0.132084;0;7.55
D;30;256;12;4.26006;0.597954;2.12789;0.128984;0;7.1249
D;30;256;12;4.28486;0.80204;3.00193;0.334024;0;8.43716
D;22;128;9;0.0469685;0.296116;2.15602;0.112057;0;2.62308
D;22;128;9;0.0469685;0.293016;2.16198;0.207901;0;2.71583
D;22;128;9;0.0491142;0.344992;2.14291;0.237942;0;2.78401
D;22;128;9;0.0450611;0.29397;2.16508;0.208855;0;2.71988
D;22;128;9;0.0488758;0.317097;2.18701;0.126123;0;2.68602
D;23;128;9;0.0660419;0.30303;2.19607;0.218153;0;2.79617
D;23;128;9;0.0669956;0.30303;2.21491;0.12517;0;2.71606
D;23;128;9;0.068903;0.282049;2.23184;0.112057;0;2.69985
D;23;128;9;0.0810623;0.285864;2.19393;0.246048;0;2.81501
D;23;128;9;0.0700951;0.298023;2.23804;0.257015;0;2.87294
D;24;128;10;0.0989437;0.31209;2.18987;0.128984;0;2.73585
D;24;128;10;0.103951;0.310183;2.19798;0.130892;0;2.75302
D;24;128;10;0.103951;0.258923;2.17509;0.126123;0;2.67291
D;24;128;10;0.104189;0.310898;2.19893;0.173092;0;2.79212
D;24;128;10;0.0998974;0.303984;2.18606;0.133038;0;2.72989
D;25;128;10;0.168085;0.304937;2.14505;0.258923;0;2.89106
D;25;128;10;0.169039;0.30303;2.1379;0.133038;0;2.74801
D;25;128;10;0.164986;0.309944;2.14601;0.132799;0;2.76089
D;25;128;10;0.169039;0.341892;2.14005;0.253916;0;2.9099
D;25;128;10;0.167131;0.317812;2.17199;0.112057;0;2.78211
D;26;128;11;0.298023;0.32115;2.1069;0.123978;0;2.86317
D;26;128;11;0.295877;0.303984;2.11716;0.128984;0;2.85387
D;26;128;11;0.300884;0.313997;2.08998;0.108004;0;2.82121
D;26;128;11;0.298977;0.303984;2.11787;0.124931;0;2.85888
D;26;128;11;0.300884;0.306129;2.1379;0.109911;0;2.86293
D;27;128;11;0.566959;0.357866;2.07615;0.112057;0;3.12018
D;27;128;11;0.568867;0.341177;2.05183;0.127077;0;3.09801
D;27;128;11;0.568151;0.350952;2.069;0.132084;0;3.1271
D;27;128;11;0.568867;0.345945;2.04015;0.111103;0;3.07298
D;27;128;11;0.566006;0.380039;2.05994;0.254869;0;3.26991
D;28;128;12;1.086;0.355959;2.07806;0.11301;0;3.64804
D;28;128;12;1.0879;0.356197;2.09594;0.114918;0;3.66688
D;28;128;12;1.08504;0.356913;2.069;0.11301;0;3.62992
D;28;128;12;1.08385;0.334024;2.11096;0.137091;0;3.67594
D;28;128;12;1.086;0.350952;2.0709;0.126123;0;3.64304
D;29;128;12;2.14505;0.353098;2.08497;0.133038;0;4.72522
D;29;128;12;2.14887;0.344038;2.06995;0.134945;0;4.70901
D;29;128;12;2.14481;0.466108;2.15507;0.111818;0;4.884
D;29;128;12;2.14314;0.350952;2.08306;0.139952;0;4.72307
D;29;128;12;2.13695;0.338078;2.07686;0.117064;0;4.67896
D;30;128;13;4.215;0.436068;2.61688;0.112057;0;7.38502
D;30;128;13;4.23002;0.353813;2.141;0.13113;0;6.86002
D;30;128;13;4.215;0.354767;2.15888;0.120878;0;6.85978
