B;30;4194304;5;8.20994;11.117;5.17011;5.04398;0;29.5429
B;30;4194304;5;8.2159;11.117;5.16701;5.018;0;29.52
B;30;4194304;5;8.2221;11.153;5.16701;5.03111;0;29.5761
B;30;4194304;5;8.21495;11.065;5.17106;5.03111;0;29.484
B;30;4194304;5;8.2109;11.137;5.16987;5.02896;0;29.551
B;30;8388608;5;8.20398;11.132;5.16009;5.07402;0;29.573
B;30;8388608;5;8.20804;11.1389;5.16415;5.07092;0;29.5849
B;30;8388608;5;8.19802;11.1539;5.17416;5.05304;0;29.5811
B;30;8388608;5;8.18801;12.171;5.162;5.02896;0;30.5531
B;30;8388608;5;8.21209;11.06;5.17106;5.03492;0;29.4809
B;30;16777216;5;8.20684;11.121;5.17106;5.02896;0;29.5298
B;30;16777216;5;8.20804;11.0369;5.1651;5.01084;0;29.424
B;30;16777216;5;8.18801;11.0989;5.18513;5.03206;0;29.506
B;30;16777216;5;8.21495;11.0679;5.17106;5.03707;0;29.494
B;30;16777216;5;8.18396;11.116;5.16582;5.00989;0;29.48
