D;30;1;16;5.656;0.252008;2.85196;0.135183;0;8.90017
D;30;2;16;4.36902;0.292063;3.16596;0.123024;0;7.95603
D;30;4;15;4.18591;0.343084;2.17295;0.123024;0;6.83594
D;30;8;15;4.18496;0.341892;2.52914;0.130892;0;7.19309
D;30;16;14;4.20308;0.339031;2.44784;0.128984;0;7.12991
D;30;32;14;4.19998;0.345945;2.27213;0.133038;0;6.95705
D;30;64;13;4.22883;0.355959;2.17915;0.13113;0;6.90413
D;30;128;13;4.2181;0.365973;2.14291;0.121832;0;6.85596
D;30;256;12;4.251;0.535965;2.0771;0.115871;0;6.9859
D;30;512;12;4.25792;0.560045;2.10595;0.121832;0;7.0529
D;30;1024;11;4.29416;0.400782;2.05207;0.198126;0;6.95014
D;30;2048;11;4.30393;0.427961;3.44014;0.226974;0;8.40402
D;30;4096;10;4.41813;0.530958;2.12407;0.20504;0;7.28607
D;30;8192;10;4.41504;0.555992;2.08592;0.216961;0;7.28011
D;30;16384;9;4.55403;0.864983;2.15006;0.158072;0;7.73597
D;30;32768;9;4.54116;0.854015;2.14601;0.204086;0;7.75123
D;30;65536;8;4.79507;1.68991;2.15793;0.147104;0;8.79598
D;30;131072;8;4.78005;1.39785;2.30813;0.241041;0;8.73303
D;30;262144;7;5.27596;2.22707;2.352;0.215054;0;10.0751
D;30;524288;7;5.26905;2.54488;2.65622;0.230074;0;10.709
D;30;1048576;6;6.45494;4.19712;3.10397;0.279903;0;14.04
D;30;2097152;6;6.47092;4.80795;6.08206;0.522137;0;17.889
B;30;4194304;5;8.20613;10.1008;0.251055;1.5769;0;20.138
B;30;8388608;5;8.19302;10.489;0.860929;1.80197;0;21.349
B;30;16777216;5;8.22091;10.9711;2.96688;3.85499;0;26.017
