D; 29;1;16;2;2.11978;0.139236;2.84505;0.110149;0;5.25117
D; 29;2;15;2;2.19798;0.143051;2.48981;0.112057;0;4.98104
D; 29;4;15;2;2.20013;0.164986;2.40088;0.109911;0;4.915
D; 29;8;14;2;2.12908;0.168085;2.34413;0.110149;0;4.78911
D; 29;16;14;2;2.12407;0.1719;2.36702;0.111818;0;4.81391
D; 29;32;13;2;2.11787;0.169992;2.34413;0.11301;0;4.78697
D; 29;64;13;2;2.12097;0.170231;2.12312;0.112057;0;4.56905
D; 29;128;12;2;2.13695;0.188112;2.06304;0.11301;0;4.53687
D; 29;256;12;2;2.1441;0.184059;2.07591;0.116825;0;4.56095
D; 29;512;11;2;2.16794;0.195026;2.05207;0.110149;0;4.565
D; 29;1024;11;2;2.17199;0.205994;2.03013;0.115871;0;4.56595
D; 29;2048;10;2;2.18797;0.241995;2.11811;0.125885;0;4.72307
D; 29;4096;10;2;2.18892;0.235081;3.10397;0.110149;0;5.68199
D; 29;8192;9;2;2.24805;0.294924;2.04301;0.113964;0;4.74405
D; 29;16384;9;2;2.24805;0.304937;2.14601;0.115871;0;4.85492
D; 29;32768;8;2;2.35319;0.526905;1.858;0.109911;0;4.88901
D; 29;65536;8;2;2.35796;0.54121;2.72083;0.11301;0;5.77402
D; 29;131072;7;2;2.53391;0.905037;2.177;0.124931;0;5.7869
D; 29;262144;7;2;2.53296;0.923872;2.32983;0.138998;0;5.97
D; 29;524288;6;2;3.20601;1.66488;2.54107;0.163794;0;7.617
D; 29;1048576;6;2;3.21603;1.68204;3.08204;0.228167;0;8.25214
B; 29;2097152;5;2;4.12798;4.68993;0.380993;0.488997;0;9.71794
B; 29;4194304;5;2;4.12393;4.80413;0.976086;0.862837;0;10.7989
B; 29;8388608;4;2;4.70805;9.49311;1.86706;1.57905;0;17.6752
B; 29;16777216;4;2;4.7369;9.63211;5.00703;2.97785;0;22.3808
